"district","county","subcounty","parish","year","school_name","ownership","gender","p1","p2","p3","p4","p5","p6","p7","total","location_code","facility_id"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Boys","33","21","34","23","21","28","11.0","171","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Boys","115","61","87","63","71","48","28.0","473","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Boys","27","42","51","44","30","22","21.0","237","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2020","Kinyara Sugar Works Primary School","Government","Boys","162","157","179","162","118","139","70.0","987","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2020","Kinywamurara Primary School","Government","Boys","38","32","29","25","30","12","17.0","183","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2020","Kisalizi Primary School","Government","Boys","49","46","61","44","36","25","6.0","267","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2020","Kisindizi II Primary School","Government","Boys","44","37","41","25","24","21","18.0","210","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2020","Kisindizi Public Primary School","Government","Boys","80","46","46","44","15","22","10.0","263","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kitamba Primary School","Government","Boys","77","85","84","89","69","49","19.0","472","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Boys","77","85","84","89","69","49","19.0","472","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Boys","50","38","36","33","37","29","15.0","238","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kitwetwe Primary School","Government","Boys","109","37","36","41","25","18","13.0","279","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2020","Kiyuya Primary School","Government","Boys","39","55","36","59","57","64","29.0","339","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Boys","47","37","40","55","46","31","8.0","264","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2020","Kyatiri Primary School","Government","Boys","147","93","150","128","75","84","49.0","726","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2020","Marongo Primary School","Government","Boys","47","48","53","40","32","19","19.0","258","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Boys","25","11","17","15","17","4","3.0","92","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Boys","29","23","27","28","18","16","15.0","156","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Mihembero Primary School","Government","Boys","35","29","31","31","26","33","14.0","199","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Miramura Primary School","Government","Boys","49","23","43","23","24","15","12.0","189","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Murro Primary School","Government","Boys","38","24","27","22","28","26","6.0","171","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Boys","53","70","79","85","33","37","36.0","393","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Nyabubale Primary School","Government","Boys","11","9","8","11","13","3","2.0","57","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Boys","121","130","149","122","100","83","45.0","750","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2020","Nyakarongo Primary School","Government","Boys","43","36","27","24","16","23","9.0","178","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2020","Nyakatoogo Primary School","Government","Boys","19","8","16","16","6","3","1.0","69","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Nyakyanika Primary School","Government","Boys","38","72","83","60","34","34","32.0","353","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Nyambindo Primary School","Government","Boys","135","76","68","87","26","27","16.0","435","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Boys","36","59","63","55","36","12","17.0","278","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Boys","35","28","25","19","9","14","7.0","137","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2020","Rwempisi Primary School","Government","Boys","29","84","39","41","9","19","13.0","234","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Siiba Primary School","Government","Boys","45","21","39","44","26","28","15.0","218","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Pauls Primary School Pakanyi","Government","Boys","11","10","7","12","18","7","6.0","71","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","St Kizito Murro Primary School","Government","Boys","40","35","34","62","40","35","19.0","265","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Waiga Primary School","Government","Boys","114","109","105","77","64","41","35.0","545","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Walyoba Primary School","Government","Boys","43","41","74","90","95","43","31.0","417","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Alimugonza Primary School","Government","Girls","131","102","78","101","78","36","12.0","538","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Girls","118","61","76","56","36","39","30.0","416","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Budongo Saw Mill Primary School","Government","Girls","23","11","8","7","18","14","7.0","88","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Girls","48","47","79","100","90","106","43.0","513","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2020","Bulyango Public Primary School","Government","Girls","47","48","61","64","57","36","14.0","327","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Byerima Primary School","Government","Girls","5","19","18","18","23","15","12.0","110","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Ikoba Boys Primary School","Government","Girls","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Ikoba Girls Primary School","Government","Girls","19","19","20","29","19","20","20.0","146","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Girls","37","47","30","36","46","37","23.0","256","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Isimba Primary School","Government","Girls","22","23","29","15","33","30","11.0","163","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Girls","107","137","157","182","150","121","42.0","896","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kahaara Primary School","Government","Girls","38","26","23","22","18","15","10.0","152","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2020","Karongo Primary School","Government","Girls","82","81","81","94","69","25","30.0","462","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Karungi Primary School","Government","Girls","124","72","60","52","37","14","7.0","366","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2020","Kasenene Primary School","Government","Girls","112","104","108","52","54","27","12.0","469","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2020","Kasongoire Primary School","Government","Girls","31","28","38","42","39","31","12.0","221","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Girls","21","19","14","3","14","7","10.0","88","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2020","Kibali Primary School","Government","Girls","49","35","42","20","25","31","12.0","215","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2020","Kibamba Primary School","Government","Girls","49","35","42","20","25","31","12.0","215","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2020","Kibibira Primary School","Government","Girls","86","42","40","37","28","15","8.0","256","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kichandi Primary School","Government","Girls","40","38","49","30","23","25","11.0","216","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kigezi Primary School","Government","Girls","67","77","54","61","31","26","12.0","328","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Kihagani Primary School","Government","Girls","12","11","9","4","5","6","8.0","55","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Kihoole Primary School","Government","Girls","16","19","15","24","22","14","7.0","117","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kiina Primary School","Government","Girls","24","30","26","22","20","31","20.0","173","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kijogoro Primary School","Government","Girls","90","66","94","79","49","31","21.0","430","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2020","Kijunjubwa Primary School","Government","Girls","33","81","32","37","42","40","18.0","283","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kikingura Primary School","Government","Girls","54","44","50","62","67","51","21.0","349","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2020","Kikuube Primary School","Government","Girls","16","18","23","28","33","35","16.0","169","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Kilanyi Primary School","Government","Girls","60","31","29","33","20","25","17.0","215","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Kilanyi Muslim Primary School","Government","Girls","24","24","22","34","28","38","16.0","186","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2020","Kimanya Primary School","Government","Girls","34","50","31","52","45","15","14.0","241","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2020","Kimanya Upper Primary School","Government","Girls","58","43","45","37","48","26","7.0","264","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2020","Kimengo Primary School","Government","Girls","28","18","20","19","18","36","17.0","156","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Girls","93","79","134","63","66","63","31.0","529","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Girls","49","37","38","39","37","29","21.0","250","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2020","Kinyara Sugar Works Primary School","Government","Girls","117","131","168","153","154","135","78.0","936","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2020","Kinywamurara Primary School","Government","Girls","23","26","29","30","21","13","","142","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2020","Kisalizi Primary School","Government","Girls","43","37","36","50","96","38","22.0","322","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2020","Kisindizi II Primary School","Government","Girls","37","28","32","29","47","23","11.0","207","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2020","Kisindizi Public Primary School","Government","Girls","63","45","36","42","32","14","10.0","242","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Kitamba Primary School","Government","Girls","81","77","78","77","70","69","13.0","465","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Girls","81","77","78","77","70","69","13.0","465","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Kitonozi Primary School","Government","Girls","52","46","36","34","29","32","22.0","251","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kitwetwe Primary School","Government","Girls","66","32","37","25","18","8","6.0","192","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2020","Kiyuya Primary School","Government","Girls","47","28","55","39","44","46","33.0","292","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Girls","42","39","46","29","20","28","18.0","222","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2020","Kyatiri Primary School","Government","Girls","152","113","131","120","94","65","31.0","706","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2020","Marongo Primary School","Government","Girls","27","27","30","23","26","26","23.0","182","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Girls","23","6","6","21","10","9","10.0","85","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2020","Miduuma Primary School","Government","Girls","24","13","20","22","15","14","12.0","120","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Mihembero Primary School","Government","Girls","24","16","30","26","19","23","14.0","152","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2020","Miramura Primary School","Government","Girls","37","29","33","32","22","16","3.0","172","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Murro Primary School","Government","Girls","29","16","13","22","26","26","15.0","147","D02S13P02","murro-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Girls","42","41","72","90","45","57","17.0","364","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Nyabubale Primary School","Government","Girls","20","11","6","6","9","1","1.0","54","D02S13P04","nyabubale-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Girls","140","127","125","155","94","96","27.0","764","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2020","Nyakarongo Primary School","Government","Girls","39","32","18","15","13","17","6.0","140","D02S19P03","nyakarongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2020","Nyakatoogo Primary School","Government","Girls","8","12","8","6","3","3","","40","D02S05P03","nyakatoogo-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Nyakyanika Primary School","Government","Girls","114","60","60","80","30","34","10.0","388","D02S07P03","nyakyanika-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Nyambindo Primary School","Government","Girls","152","85","58","52","26","26","11.0","410","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Girls","30","40","65","64","37","16","11.0","263","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Girls","34","15","13","15","15","14","7.0","113","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Rwempisi","2020","Rwempisi Primary School","Government","Girls","53","58","22","44","37","15","3.0","232","D02S16P05","rwempisi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Siiba Primary School","Government","Girls","45","16","44","39","39","27","18.0","228","D02S16P01","siiba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Pauls Primary School Pakanyi","Government","Girls","14","11","14","13","13","11","5.0","81","D02S05P02","st-pauls-primary-school-pakanyi_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","St Kizito Murro Primary School","Government","Girls","30","28","33","55","38","47","16.0","247","D02S13P02","st-kizito-murro-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","Waiga Primary School","Government","Girls","115","86","101","109","56","38","15.0","520","D02S05P02","waiga-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2020","Walyoba Primary School","Government","Girls","30","45","63","74","58","58","28.0","356","D02S07P03","walyoba-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Alimugonza Primary School","Government","Boys","131","79","93","113","117","54","23.0","610","D02S05P02","alimugonza-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2021","Bokwe Primary School","Government","Boys","83","70","68","67","57","40","22.0","407","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2021","Budongo Saw Mill Primary School","Government","Boys","25","8","13","26","15","21","13.0","121","D02S22P04","budongo-saw-mill-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","Bulima Primary School","Government","Boys","73","73","77","108","80","65","40.0","516","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Budongo","Bwinamira","2021","Bulyango Public Primary School","Government","Boys","60","63","76","61","39","37","17.0","353","D02S22P01","bulyango-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Byerima Primary School","Government","Boys","14","17","32","28","28","43","9.0","171","D02S13P03","byerima-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Ikoba Boys Primary School","Government","Boys","14","20","24","10","16","11","15.0","110","D02S12P01","ikoba-boys-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Ikoba Girls Primary School","Government","Boys","0","0","0","0","0","0","0.0","0","D02S12P01","ikoba-girls-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Isagara Primary School","Government","Boys","52","30","42","35","36","36","20.0","251","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Isimba Primary School","Government","Boys","18","30","29","39","32","20","9.0","177","D02S13P03","isimba-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2021","Kabango Primary School","Government","Boys","144","101","192","174","79","80","42.0","812","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2021","Kahaara Primary School","Government","Boys","50","29","35","33","25","16","19.0","207","D02S03P02","kahaara-primary-school_masindi"
"Masindi","Bujenje","Budongo","Karongo","2021","Karongo Primary School","Government","Boys","78","68","135","89","56","35","19.0","480","D02S22P02","karongo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2021","Karungi Primary School","Government","Boys","94","40","61","73","38","24","17.0","347","D02S05P02","karungi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kasenene","2021","Kasenene Primary School","Government","Boys","110","188","208","188","54","33","15.0","796","D02S16P03","kasenene-primary-school_masindi"
"Masindi","Bujenje","Budongo","Kasongoire","2021","Kasongoire Primary School","Government","Boys","39","37","35","45","29","19","7.0","211","D02S22P03","kasongoire-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2021","Kayera Primary School","Government","Boys","32","13","25","13","3","4","8.0","98","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kajura","2021","Kibali Primary School","Government","Boys","38","35","32","45","26","29","17.0","222","D02S16P02","kibali-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2021","Kibamba Primary School","Government","Boys","38","35","32","45","26","29","17.0","222","D02S05P04","kibamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kibibira","2021","Kibibira Primary School","Government","Boys","71","51","38","46","40","27","19.0","292","D02S19P03","kibibira-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kichandi Primary School","Government","Boys","34","36","47","30","21","22","8.0","198","D02S12P03","kichandi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kigezi Primary School","Government","Boys","74","68","34","61","53","25","15.0","330","D02S03P04","kigezi-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2021","Kihagani Primary School","Government","Boys","15","7","12","4","4","2","3.0","47","D02S13P04","kihagani-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Kihoole Primary School","Government","Boys","15","18","16","15","16","10","6.0","96","D02S12P01","kihoole-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kiina Primary School","Government","Boys","35","43","51","34","24","29","23.0","239","D02S12P03","kiina-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kijogoro Primary School","Government","Boys","86","66","89","64","42","26","19.0","392","D02S03P04","kijogoro-primary-school_masindi"
"Masindi","Buruli","Kijunjubwa","Kijunjubwa","2021","Kijunjubwa Primary School","Government","Boys","41","38","41","48","39","31","20.0","258","D02S23P01","kijunjubwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Kikingura Primary School","Government","Boys","53","46","57","68","67","49","21.0","361","D02S13P03","kikingura-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2021","Kikuube Primary School","Government","Boys","28","30","22","57","39","33","14.0","223","D02S12P02","kikuube-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Kilanyi Primary School","Government","Boys","54","36","33","35","29","15","21.0","223","D02S07P03","kilanyi-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2021","Kilanyi Muslim Primary School","Government","Boys","60","22","38","33","21","28","15.0","217","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2021","Kimanya Primary School","Government","Boys","29","36","49","41","36","30","16.0","237","D02S16P04","kimanya-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Kimanya","2021","Kimanya Upper Primary School","Government","Boys","64","61","19","29","37","28","19.0","257","D02S16P04","kimanya-upper-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kimengo","2021","Kimengo Primary School","Government","Boys","33","21","34","23","21","28","11.0","171","D02S10P01","kimengo-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kinumi Primary School","Government","Boys","115","61","87","63","71","48","28.0","473","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2021","Kinuuma Primary School","Government","Boys","27","42","51","44","30","22","21.0","237","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kinyara Sugar Ltd","2021","Kinyara Sugar Works Primary School","Government","Boys","162","157","179","162","118","139","70.0","987","D02S20P02","kinyara-sugar-works-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Kikube","2021","Kinywamurara Primary School","Government","Boys","38","32","29","25","30","12","17.0","183","D02S12P02","kinywamurara-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Kisalizi Ward","2021","Kisalizi Primary School","Government","Boys","49","46","61","44","36","25","6.0","267","D02S17P02","kisalizi-primary-school_masindi"
"Masindi","Buruli","Kiruli","Katuugo","2021","Kisindizi II Primary School","Government","Boys","44","37","41","25","24","21","18.0","210","D02S19P02","kisindizi-ii-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2021","Kisindizi Public Primary School","Government","Boys","80","46","46","44","15","22","10.0","263","D02S05P04","kisindizi-public-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Kitamba Primary School","Government","Boys","77","85","84","89","69","49","19.0","472","D02S13P03","kitamba-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2021","Kitanyata Primary School","Government","Boys","77","85","84","89","69","49","19.0","472","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2021","Kitonozi Primary School","Government","Boys","50","38","36","33","37","29","15.0","238","D02S12P03","kitonozi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2021","Kitwetwe Primary School","Government","Boys","109","37","36","41","25","18","13.0","279","D02S03P04","kitwetwe-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese East","2021","Kiyuya Primary School","Government","Boys","39","55","36","59","57","64","29.0","339","D02S05P03","kiyuya-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2021","Kyabaswa Primary School","Government","Boys","47","37","40","55","46","31","8.0","264","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2021","Kyatiri Primary School","Government","Boys","147","93","150","128","75","84","49.0","726","D02S21P01","kyatiri-primary-school_masindi"
"Masindi","Bujenje","Bulima Town Council","Marongo Ward","2021","Marongo Primary School","Government","Boys","47","48","53","40","32","19","19.0","258","D02S17P03","marongo-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2021","Masindi Centre For The Handcapped","Government","Boys","25","11","17","15","17","4","3.0","92","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Kijunjubwa","Miduma","2021","Miduuma Primary School","Government","Boys","29","23","27","28","18","16","15.0","156","D02S23P02","miduuma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Mihembero Primary School","Government","Boys","35","29","31","31","26","33","14.0","199","D02S13P03","mihembero-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2021","Miramura Primary School","Government","Boys","49","23","43","23","24","15","12.0","189","D02S13P03","miramura-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2021","Murro Primary School","Government","Boys","38","24","27","22","28","26","6.0","171","D02S13P02","murro-primary-school_masindi"
